# Based on the WLTC drive cycle
# see #1264 for discussion and how to use this drive cycle
# time [s],Power [kW]
815,-11.536558
815.1,-12.436988
815.2,-12.231825
815.3,-12.026143
815.4,-12.021847
815.5,-11.81418
815.6,-11.566542
815.7,-11.360412
815.8,-11.154339
815.9,-10.952392
816,-10.746347
816.1,-9.673945
816.2,-9.499087
816.3,-9.324297
816.4,-8.865424
816.5,-8.69988
816.6,-8.648682
816.7,-8.479482
816.8,-8.309582
816.9,-8.197731
817,-8.026362
817.1,-6.975319
817.2,-6.838483
817.3,-6.701671
817.4,-6.277103
817.5,-6.150227
817.6,-6.138195
817.7,-6.007823
817.8,-5.87672
817.9,-5.801374
818,-5.668762
818.1,-1.169098
818.2,-1.158638
818.3,-1.148181
818.4,0.407217
818.5,0.406859
818.6,-0.138629
818.7,-0.136825
818.8,-0.134811
818.9,-0.418711
819,-0.415014
819.1,4.157625
819.2,4.195047
819.3,4.232462
819.4,6.019898
819.5,6.101195
819.6,5.003108
819.7,5.053628
819.8,5.10414
819.9,4.305655
820,4.338935
820.1,12.297146
820.2,12.614809
820.3,12.932426
820.4,16.138248
820.5,16.610783
820.6,14.106515
820.7,14.425785
820.8,14.745027
820.9,12.899564
821,13.131667
821.1,12.041329
821.2,12.228184
821.3,12.414974
821.4,11.780094
821.5,11.942163
821.6,11.615893
821.7,11.764296
821.8,11.91264
821.9,11.768752
822,11.90949
822.1,10.354201
822.2,10.455709
822.3,10.557192
822.4,10.033342
822.5,10.122271
822.6,10.616201
822.7,10.71293
822.8,10.809615
822.9,11.211329
823,11.313873
823.1,10.501554
823.2,10.586909
823.3,10.672223
823.4,10.501151
823.5,10.581999
823.6,11.079085
823.7,11.166946
823.8,11.254763
823.9,11.640997
824,11.733837
824.1,7.82134
824.2,7.85777
824.3,7.89418
824.4,6.611799
824.5,6.635329
824.6,7.934712
824.7,7.970554
824.8,8.006378
824.9,8.93739
825,8.983095
825.1,8.954544
825.2,8.999339
825.3,9.04411
825.4,9.214224
825.5,9.260373
825.6,9.699177
825.7,9.749856
825.8,9.800506
825.9,10.114463
826,10.168083
826.1,9.729169
826.2,9.776996
826.3,9.824789
826.4,9.753622
826.5,9.800038
826.6,10.109754
826.7,10.159004
826.8,10.208218
826.9,10.443761
827,10.494969
827.1,9.28294
827.2,9.320973
827.3,9.358977
827.4,9.000179
827.5,9.034455
827.6,9.51895
827.7,9.557349
827.8,9.59572
827.9,9.951315
828,9.992646
828.1,15.304361
828.2,15.411266
828.3,15.518092
828.4,17.538893
828.5,17.675822
828.6,16.403096
828.7,16.517434
828.8,16.631686
828.9,15.76353
829,15.863524
829.1,16.163313
829.2,16.265921
829.3,16.368448
829.4,16.406465
829.5,16.507955
829.6,16.202158
829.7,16.298076
829.8,16.395107
829.9,16.240998
830,16.334883
830.1,13.834885
830.2,13.898511
830.3,13.96209
830.4,13.10905
830.5,13.163382
830.6,13.841961
830.7,13.902345
830.8,13.962684
830.9,14.461602
831,14.526249
831.1,7.326001
831.2,7.337386
831.3,7.348762
831.4,4.97849
831.5,4.98145
831.6,7.18982
831.7,7.200038
831.8,7.210246
831.9,8.750158
832,8.767501
832.1,2.174452
832.2,2.170803
832.3,2.168286
832.4,1.084192
832.5,1.083434
832.6,3.095802
832.7,3.095482
832.8,3.095163
832.9,4.475982
833,4.477753
833.1,5.317232
833.2,5.320975
833.3,5.324714
833.4,5.830682
833.5,5.835849
833.6,6.140098
833.7,6.146201
833.8,6.152299
833.9,6.33657
834,6.343249
834.1,7.296329
834.2,7.306519
834.3,7.3167
834.4,7.681794
834.5,7.693439
834.6,7.510861
834.7,7.521664
834.8,7.532459
834.9,7.403728
835,7.413934
835.1,6.49097
835.2,6.49772
835.3,6.504465
835.4,6.161705
835.5,6.167315
835.6,6.369195
835.7,6.375415
835.8,6.381629
835.9,6.527502
836,6.534158
836.1,5.774184
836.2,5.778505
836.3,5.782822
836.4,5.537028
836.5,5.540673
836.6,5.80075
836.7,5.805069
836.8,5.809384
836.9,5.989699
837,5.994499
837.1,8.672442
837.2,8.687796
837.3,8.703138
837.4,9.694457
837.5,9.714801
837.6,9.085353
837.7,9.102255
837.8,9.119144
837.9,8.676216
838,8.69086
838.1,10.15543
838.2,10.177525
838.3,10.199604
838.4,10.669345
838.5,10.693997
838.6,10.156584
838.7,10.177967
838.8,10.199334
838.9,9.828248
839,9.84749
839.1,7.866603
839.2,7.876739
839.3,7.886867
839.4,7.127253
839.5,7.134597
839.6,7.510434
839.7,7.51904
839.8,7.527638
839.9,7.807821
840,7.817395
840.1,8.86948
840.2,8.883296
840.3,8.8971
840.4,9.333535
840.5,9.349221
840.6,9.209564
840.7,9.224513
840.8,9.239449
840.9,9.141219
841,9.155625
841.1,12.592552
841.2,12.625761
841.3,12.658946
841.4,13.926468
841.5,13.968017
841.6,13.101429
841.7,13.136667
841.8,13.17188
841.9,12.567877
842,12.598975
842.1,12.235662
842.2,12.264333
842.3,12.292982
842.4,12.080817
842.5,12.107899
842.6,11.9913
842.7,12.017378
842.8,12.043433
842.9,11.986332
843,12.011886
843.1,8.513479
843.2,8.523084
843.3,8.53268
843.4,7.19657
843.5,7.201935
843.6,8.005231
843.7,8.012952
843.8,8.020667
843.9,8.624525
844,8.634227
844.1,4.700878
844.2,4.701067
844.3,4.701257
844.4,3.277334
844.5,3.276234
844.6,4.403267
844.7,4.403101
844.8,4.402936
844.9,5.237045
845,5.238025
845.1,4.921071
845.2,4.921565
845.3,4.92206
845.4,4.940783
845.5,4.941302
845.6,5.366762
845.7,5.367941
845.8,5.36912
845.9,5.664755
846,5.666448
846.1,5.859494
846.2,5.861546
846.3,5.863595
846.4,5.989125
846.5,5.991414
846.6,6.072629
846.7,6.075073
846.8,6.077515
846.9,6.129952
847,6.132491
847.1,8.76715
847.2,8.777058
847.3,8.786956
847.4,9.835995
847.5,9.849805
847.6,9.293738
847.7,9.305299
847.8,9.316848
847.9,8.903642
848,8.913636
848.1,12.989956
848.2,13.018569
848.3,13.047156
848.4,14.602023
848.5,14.639715
848.6,13.594844
848.7,13.625865
848.8,13.656859
848.9,12.896231
849,12.922799
849.1,15.913542
849.2,15.958054
849.3,16.00239
849.4,17.098612
849.5,17.150181
849.6,16.238378
849.7,16.283176
849.8,16.327937
849.9,15.677031
850,15.717146
850.1,11.831339
850.2,11.850249
850.3,11.869066
850.4,10.184665
850.5,10.196589
850.6,10.723335
850.7,10.737147
850.8,10.750945
850.9,11.186016
851,11.201424
851.1,8.051322
851.2,8.056422
851.3,8.061517
851.4,6.840619
851.5,6.842998
851.6,7.659203
851.7,7.663294
851.8,7.667381
851.9,8.295663
852,8.301269
852.1,8.739528
852.2,8.746281
852.3,8.753026
852.4,9.059402
852.5,9.066982
852.6,9.282351
852.7,9.290529
852.8,9.298698
852.9,9.45235
853,9.460941
853.1,9.572043
853.2,9.58093
853.3,9.589808
853.4,9.672076
853.5,9.681162
853.6,9.74353
853.7,9.752763
853.8,9.761987
853.9,9.81088
854,9.820208
854.1,8.133316
854.2,8.137953
854.3,8.142585
854.4,7.440214
854.5,7.443275
854.6,7.780639
854.7,7.784404
854.8,7.788164
854.9,8.055412
855,8.059757
855.1,5.662386
855.2,5.662467
855.3,5.662549
855.4,4.685917
855.5,4.685008
855.6,5.235069
855.7,5.234669
855.8,5.23427
855.9,5.661864
856,5.661953
856.1,5.960415
856.2,5.960893
856.3,5.961371
856.4,6.168393
856.5,6.169162
856.6,6.312103
856.7,6.313083
856.8,6.314061
856.9,6.412473
857,6.413599
857.1,14.254121
857.2,14.281176
857.3,14.308204
857.4,17.699588
857.5,17.74566
857.6,16.388368
857.7,16.425856
857.8,16.463307
857.9,15.403212
858,15.43453
858.1,17.308732
858.2,17.350386
858.3,17.391998
858.4,18.026637
858.5,18.071825
858.6,17.301288
858.7,17.341437
858.8,17.381547
858.9,16.818837
859,16.855461
859.1,13.887929
859.2,13.90946
859.3,13.930967
859.4,12.545338
859.5,12.561149
859.6,12.82489
859.7,12.841604
859.8,12.858298
859.9,13.101061
860,13.118589
860.1,9.860211
860.2,9.867034
860.3,9.87385
860.4,8.488856
860.5,8.492415
860.6,9.143066
860.7,9.14803
860.8,9.152987
860.9,9.680157
861,9.686358
861.1,16.967478
861.2,17.002029
861.3,17.036543
861.4,20.417983
861.5,20.472011
861.6,19.616588
861.7,19.664758
861.8,19.712877
861.9,19.016866
862,19.060505
862.1,26.377859
862.2,26.472737
862.3,26.567522
862.4,29.772485
862.5,29.89452
862.6,28.523234
862.7,28.631578
862.8,28.74015
862.9,27.685011
863,27.783767
863.1,17.574524
863.2,17.605534
863.3,17.636507
863.4,12.813127
863.5,12.825086
863.6,13.779892
863.7,13.794884
863.8,13.809856
863.9,14.665044
864,14.682955
864.1,9.332589
864.2,9.335582
864.3,9.33857
864.4,7.030956
864.5,7.030526
864.6,8.163539
864.7,8.164562
864.8,8.165584
864.9,9.096194
865,9.098723
865.1,10.652239
865.2,10.657929
865.3,10.663612
865.4,11.589192
865.5,11.597106
865.6,11.882394
865.7,11.89102
865.8,11.899635
865.9,12.105472
866,12.114605
866.1,17.419196
866.2,17.44737
866.3,17.475509
866.4,20.026291
866.5,20.066551
866.6,19.527539
866.7,19.564706
866.8,19.601827
866.9,19.149017
867,19.183655
867.1,20.582625
867.2,20.624052
867.3,20.665429
867.4,21.260124
867.5,21.304306
867.6,20.955933
867.7,20.997942
867.8,21.039899
867.9,20.778664
868,20.818968
868.1,13.792621
868.2,13.804423
868.3,13.816209
868.4,10.429913
868.5,10.433417
868.6,11.122218
868.7,11.127094
868.8,11.131964
868.9,11.748395
869,11.754599
869.1,6.255561
869.2,6.253703
869.3,6.251847
869.4,3.740203
869.5,3.737783
869.6,4.63505
869.7,4.632607
869.8,4.630168
869.9,5.396564
870,5.394327
870.1,4.270342
870.2,4.26793
870.3,4.265521
870.4,3.884386
870.5,3.881983
870.6,4.381949
870.7,4.379566
870.8,4.377186
870.9,4.780711
871,4.778349
871.1,4.228922
871.2,4.226544
871.3,4.224168
871.4,4.038528
871.5,4.036153
871.6,4.286874
871.7,4.284518
871.8,4.282166
871.9,4.478531
872,4.476164
872.1,4.620421
872.2,4.618083
872.3,4.615747
872.4,4.718638
872.5,4.716329
872.6,4.787853
872.7,4.785567
872.8,4.783285
872.9,4.831102
873,4.828839
873.1,3.171518
873.2,3.169282
873.3,3.16705
873.4,2.379247
873.5,2.377338
873.6,2.566365
873.7,2.564339
873.8,2.562315
873.9,2.721837
874,2.719757
874.1,1.606825
874.2,1.605414
874.3,1.604007
874.4,0.818804
874.5,0.818095
874.6,0.291064
874.7,0.291064
874.8,0.291064
874.9,0.785592
875,0.78492
875.1,-1.11298
875.2,-1.110905
875.3,-1.108789
875.4,-1.700181
875.5,-1.697199
875.6,-1.745389
875.7,-1.742312
875.8,-1.739239
875.9,-1.782196
876,-1.779038
876.1,-3.134189
876.2,-3.127873
876.3,-3.121525
876.4,-3.394563
876.5,-3.387739
876.6,-3.357634
876.7,-3.35091
876.8,-3.344195
876.9,-3.364779
877,-3.358006
877.1,-0.135408
877.2,-0.134958
877.3,-0.134545
877.4,0.76977
877.5,0.769105
877.6,0.291064
877.7,0.291064
877.8,0.291064
877.9,0.291064
878,0.291064
878.1,3.063988
878.2,3.061986
878.3,3.059987
878.4,4.52519
878.5,4.523352
878.6,4.394901
878.7,4.393023
878.8,4.391148
878.9,4.256447
879,4.254561
879.1,7.577849
879.2,7.5789
879.3,7.57995
879.4,9.076175
879.5,9.079865
879.6,8.541498
879.7,8.544127
879.8,8.546754
879.9,8.102132
880,8.103966
880.1,1.602667
880.2,1.599776
880.3,1.596704
880.4,-2.491337
880.5,-2.486564
880.6,-1.056693
880.7,-1.05483
880.8,-1.052969
880.9,-0.74583
881,-0.744488
881.1,-0.732798
881.2,-0.731476
881.3,-0.730155
881.4,-0.756597
881.5,-0.755233
881.6,-0.781626
881.7,-0.780219
881.8,-0.778813
881.9,-0.803692
882,-0.802246
882.1,6.040577
882.2,6.040134
882.3,6.039691
882.4,9.108742
882.5,9.113361
882.6,8.46707
882.7,8.470303
882.8,8.473533
882.9,7.914405
883,7.916572
883.1,7.510712
883.2,7.512184
883.3,7.513654
883.4,7.220342
883.5,7.221352
883.6,7.009668
883.7,7.010365
883.8,7.011061
883.9,6.858031
884,6.858513
884.1,7.606653
884.2,7.608254
884.3,7.609853
884.4,7.918505
884.5,7.920621
884.6,7.736669
884.7,7.73846
884.8,7.740248
884.9,7.595358
885,7.596899
885.1,9.210729
885.2,9.21538
885.3,9.220026
885.4,9.923724
885.5,9.930008
885.6,9.625272
885.7,9.630785
885.8,9.636292
885.9,9.393684
886,9.398602
886.1,8.368008
886.2,8.370765
886.3,8.373518
886.4,7.863565
886.5,7.865397
886.6,7.906588
886.7,7.908482
886.8,7.910374
886.9,7.955928
887,7.95789
887.1,7.135781
887.2,7.136452
887.3,7.137123
887.4,6.775279
887.5,6.775464
887.6,6.921787
887.7,6.922161
887.8,6.922534
887.9,7.043205
888,7.043739
888.1,4.557541
888.2,4.555837
888.3,4.554134
888.4,3.458158
888.5,3.456214
888.6,3.864993
888.7,3.863106
888.8,3.861222
888.9,4.195631
889,4.19384
889.1,2.742386
889.2,2.740511
889.3,2.738639
889.4,2.14815
889.5,2.14651
889.6,2.505221
889.7,2.503415
889.8,2.501612
889.9,2.790307
890,2.788441
890.1,0.319134
890.2,0.318938
890.3,0.318744
890.4,-0.404582
890.5,-0.403763
890.6,0.291064
890.7,0.291064
890.8,0.291064
890.9,0.291064
891,0.291064
891.1,-1.328281
891.2,-1.32579
891.3,-1.323273
891.4,-1.705373
891.5,-1.702259
891.6,-1.638134
891.7,-1.635154
891.8,-1.632178
891.9,-1.636989
892,-1.634001
892.1,-3.452184
892.2,-3.444417
892.3,-3.436593
892.4,-3.791257
892.5,-3.782776
892.6,-3.713368
892.7,-3.705093
892.8,-3.696826
892.9,-3.699386
893,-3.691101
893.1,-2.545889
893.2,-2.54071
893.3,-2.535537
893.4,-2.125618
893.5,-2.12141
893.6,-2.289123
893.7,-2.284557
893.8,-2.279948
893.9,-2.378092
894,-2.373283
894.1,-1.283016
894.2,-1.280675
894.3,-1.278336
894.4,-0.8783
894.5,-0.876622
894.6,-1.04539
894.7,-1.04343
894.8,-1.041447
894.9,-1.138998
895,-1.136855
895.1,1.196951
895.2,1.195984
895.3,1.195018
895.4,2.091958
895.5,2.090508
895.6,2.107418
895.7,2.105965
895.8,2.104515
895.9,2.090041
896,2.088598
896.1,4.630603
896.2,4.629809
896.3,4.629016
896.4,5.717971
896.5,5.718373
896.6,5.23466
896.7,5.234462
896.8,5.234264
896.9,4.851979
897,4.851387
897.1,6.310076
897.2,6.311362
897.3,6.312647
897.4,6.858562
897.5,6.860794
897.6,6.415158
897.7,6.416593
897.8,6.418026
897.9,6.079989
898,6.080882
898.1,4.983948
898.2,4.983464
898.3,4.98298
898.4,4.454924
898.5,4.453979
898.6,4.499541
898.7,4.498634
898.8,4.497728
898.9,4.544151
899,4.543285
899.1,2.8639
899.2,2.862324
899.3,2.86075
899.4,2.161965
899.5,2.160506
899.6,2.476519
899.7,2.474966
899.8,2.473413
899.9,2.725782
900,2.724219
900.1,-0.120116
900.2,-0.119555
900.3,-0.119025
900.4,-0.180747
900.5,-0.180201
900.6,0.714644
900.7,0.7141
900.8,0.713558
900.9,0.922817
901,0.922083
901.1,-1.326963
901.2,-1.324112
901.3,-1.321118
901.4,-2.351728
901.5,-2.346732
901.6,-2.471801
901.7,-2.466513
901.8,-2.461187
901.9,-2.532549
902,-2.527064
902.1,-23.245527
902.2,-23.028024
902.3,-22.806157
902.4,-26.435354
902.5,-26.188918
902.6,-24.875986
902.7,-24.648382
902.8,-24.42082
902.9,-24.026409
903,-23.804289
903.1,-24.583349
903.2,-24.341419
903.3,-24.098799
903.4,-24.080712
903.5,-23.836175
903.6,-23.612236
903.7,-23.367098
903.8,-23.121874
903.9,-22.929919
904,-22.679341
904.1,-18.602986
904.2,-18.422793
904.3,-18.242758
904.4,-16.769142
904.5,-16.612311
904.6,-16.986018
904.7,-16.82748
904.8,-16.667912
904.9,-16.777737
905,-16.614666
905.1,-9.502829
905.2,-9.442917
905.3,-9.382814
905.4,-6.888685
905.5,-6.850727
905.6,-7.756583
905.7,-7.711103
905.8,-7.664632
905.9,-8.081432
906,-8.031318
906.1,-1.796386
906.2,-1.791339
906.3,-1.786296
906.4,0.291064
906.5,0.291064
906.6,-0.413179
906.7,-0.411979
906.8,-0.410696
906.9,-0.851777
907,-0.849526
907.1,2.495013
907.2,2.494727
907.3,2.494441
907.4,3.822692
907.5,3.824699
907.6,3.251809
907.7,3.252597
907.8,3.253385
907.9,2.838441
908,2.838563
908.1,9.333569
908.2,9.364235
908.3,9.394875
908.4,11.601707
908.5,11.651634
908.6,9.670457
908.7,9.702226
908.8,9.733969
908.9,8.372552
909,8.394215
909.1,21.692685
909.2,21.881349
909.3,22.069871
909.4,26.750437
909.5,27.032579
909.6,22.858738
909.7,23.051687
909.8,23.244531
909.9,20.291794
910,20.433079
910.1,27.937037
910.2,28.206127
910.3,28.465937
910.4,30.71632
910.5,31.014722
910.6,27.902659
910.7,28.138407
910.8,28.381046
910.9,26.386384
911,26.590241
911.1,19.314471
911.2,19.413835
911.3,19.513139
911.4,16.60725
911.5,16.675322
911.6,17.922954
911.7,18.002359
911.8,18.081716
911.9,19.061917
912,19.150496
912.1,4.96421
912.2,4.955034
912.3,4.953651
912.4,1.324788
912.5,1.323827
912.6,4.791027
912.7,4.791986
912.8,4.792945
912.9,7.315412
913,7.322494
913.1,8.941642
913.2,8.954702
913.3,8.967752
913.4,10.006033
913.5,10.023662
913.6,10.692861
913.7,10.713738
913.8,10.734598
913.9,11.175307
914,11.198344
914.1,26.430242
914.2,26.602759
914.3,26.773936
914.4,32.612669
914.5,32.869413
914.6,29.379592
914.7,29.577581
914.8,29.775465
914.9,27.349493
915,27.511711
915.1,9.453389
915.2,9.464608
915.3,9.475816
915.4,2.13578
915.5,2.134416
915.6,5.067243
915.7,5.06752
915.8,5.067796
915.9,7.385158
916,7.389923
916.1,8.961295
916.2,8.970674
916.3,8.980044
916.4,10.041879
916.5,10.055022
916.6,10.773681
916.7,10.789667
916.8,10.805599
916.9,11.29826
917,11.316134
917.1,-3.360488
917.2,-3.347401
917.3,-3.336213
917.4,-3.25844
917.5,-3.250876
917.6,1.211911
917.7,1.210955
917.8,1.210001
917.9,2.239513
918,2.238136
918.1,5.435689
918.2,5.436524
918.3,5.437359
918.4,6.901256
918.5,6.904899
918.6,6.638049
918.7,6.641081
918.8,6.644109
918.9,6.41287
919,6.415402
919.1,8.854325
919.2,8.863353
919.3,8.872372
919.4,9.817258
919.5,9.829553
919.6,9.219158
919.7,9.229191
919.8,9.239215
919.9,8.783986
920,8.792388
920.1,13.695317
920.2,13.725192
920.3,13.755041
920.4,15.677317
920.5,15.718494
920.6,14.525323
920.7,14.558872
920.8,14.592393
920.9,13.70833
921,13.736646
921.1,20.119762
921.2,20.191009
921.3,20.262181
921.4,22.766506
921.5,22.858775
921.6,21.243331
921.7,21.320308
921.8,21.397217
921.9,20.214966
922,20.281671
922.1,17.775907
922.2,17.823961
922.3,17.87197
922.4,16.64886
922.5,16.688843
922.6,16.702477
922.7,16.742226
922.8,16.781936
922.9,16.848251
923,16.888041
923.1,13.49843
923.2,13.520347
923.3,13.542242
923.4,12.123286
923.5,12.139149
923.6,12.808729
923.7,12.82717
923.8,12.845592
923.9,13.389907
924,13.410495
924.1,-12.311935
924.2,-12.236485
924.3,-12.169767
924.4,-11.763532
924.5,-11.714484
924.6,-3.062423
924.7,-3.055913
924.8,-3.049272
924.9,-0.916153
925,-0.914436
925.1,-2.990358
925.2,-2.983419
925.3,-2.976403
925.4,-3.436143
925.5,-3.428419
925.6,-3.348885
925.7,-3.341399
925.8,-3.33392
925.9,-3.340527
926,-3.333018
926.1,0.291064
926.2,0.291064
926.3,0.291064
926.4,1.221165
926.5,1.220188
926.6,1.204158
926.7,1.203194
926.8,1.202231
926.9,1.163584
927,1.162652
927.1,1.126906
927.2,1.126003
927.3,1.1251
927.4,1.092231
927.5,1.091356
927.6,1.060625
927.7,1.059776
927.8,1.058928
927.9,1.029838
928,1.029015
928.1,2.487338
928.2,2.485827
928.3,2.484315
928.4,3.33385
928.5,3.332447
928.6,3.210091
928.7,3.208655
928.8,3.207221
928.9,3.090602
929,3.089143
929.1,3.002404
929.2,3.000931
929.3,2.99946
929.4,2.934294
929.5,2.932816
929.6,2.882583
929.7,2.881102
929.8,2.879623
929.9,2.839713
930,2.838233
930.1,3.662613
930.2,3.661392
930.3,3.660172
930.4,3.989192
930.5,3.988169
930.6,3.798306
930.7,3.797168
930.8,3.796031
930.9,3.646338
931,3.645123
931.1,2.680952
931.2,2.679473
931.3,2.677996
931.4,2.250217
931.5,2.248808
931.6,2.355739
931.7,2.354318
931.8,2.352898
931.9,2.436532
932,2.435107
932.1,2.489227
932.2,2.487766
932.3,2.486306
932.4,2.518282
932.5,2.516824
932.6,2.53372
932.7,2.532265
932.8,2.530813
932.9,2.537506
933,2.536057
933.1,0.967077
933.2,0.966071
933.3,0.965007
933.4,-0.111367
933.5,-0.110927
933.6,-0.040874
933.7,-0.040533
933.8,-0.040191
933.9,-0.045167
934,-0.044818
934.1,-1.67897
934.2,-1.675425
934.3,-1.671846
934.4,-1.989908
934.5,-1.98579
934.6,-1.921125
934.7,-1.91717
934.8,-1.913219
934.9,-1.91392
935,-1.909964
935.1,-0.877555
935.2,-0.875824
935.3,-0.874095
935.4,-0.502741
935.5,-0.50166
935.6,-0.653126
935.7,-0.651801
935.8,-0.650459
935.9,-0.738227
936,-0.736745
936.1,0.291064
936.2,0.291064
936.3,0.291064
936.4,0.921272
936.5,0.920554
936.6,0.949602
936.7,0.948861
936.8,0.948121
936.9,0.950487
937,0.949746
937.1,1.092262
937.2,1.091415
937.3,1.09057
937.4,1.290146
937.5,1.289172
937.6,1.364414
937.7,1.363399
937.8,1.362385
937.9,1.404751
938,1.403717
938.1,1.426678
938.2,1.425633
938.3,1.42459
938.4,1.434975
938.5,1.433935
938.6,1.43615
938.7,1.435111
938.8,1.434073
938.9,1.431003
939,1.429968
939.1,1.354472
939.2,1.353479
939.3,1.352486
939.4,1.14738
939.5,1.146513
939.6,1.019688
939.7,1.018912
939.8,1.018137
939.9,0.931636
940,0.930929
940.1,2.57649
940.2,2.575284
940.3,2.57408
940.4,3.386165
940.5,3.385347
940.6,3.089225
940.7,3.088223
940.8,3.087222
940.9,2.857317
941,2.85621
941.1,4.43123
941.2,4.431515
941.3,4.4318
941.4,4.992112
941.5,4.993253
941.6,4.518047
941.7,4.518445
941.8,4.518842
941.9,4.177526
942,4.177477
942.1,3.95807
942.2,3.957772
942.3,3.957474
942.4,3.81671
942.5,3.816268
942.6,3.725894
942.7,3.725368
942.8,3.724842
942.9,3.666586
943,3.666008
943.1,4.492269
943.2,4.492642
943.3,4.493014
943.4,4.798127
943.5,4.798953
943.6,4.578146
943.7,4.578634
943.8,4.579122
943.9,4.419612
944,4.419875
944.1,5.185972
944.2,5.187448
944.3,5.188923
944.4,5.454117
944.5,5.456089
944.6,5.211028
944.7,5.212527
944.8,5.214023
944.9,5.040295
945,5.041479
945.1,5.799767
945.2,5.802422
945.3,5.805075
945.4,6.066906
945.5,6.070137
945.6,5.824463
945.7,5.827127
945.8,5.829788
945.9,5.656836
946,5.659121
946.1,10.766647
946.2,10.787312
946.3,10.807962
946.4,12.730045
946.5,12.761376
946.6,11.490598
946.7,11.514135
946.8,11.537651
946.9,10.626501
947,10.645262
947.1,10.074229
947.2,10.090221
947.3,10.106197
947.4,9.753035
947.5,9.767394
947.6,9.55377
947.7,9.567161
947.8,9.580539
947.9,9.455184
948,9.467982
948.1,5.92966
948.2,5.931863
948.3,5.934063
948.4,4.54289
948.5,4.542864
948.6,5.295489
948.7,5.29653
948.8,5.29757
948.9,5.868259
949,5.870313
949.1,1.948658
949.2,1.946468
949.3,1.944988
949.4,0.858066
949.5,0.857399
949.6,1.833567
949.7,1.832339
949.8,1.831113
949.9,2.549245
950,2.54793
950.1,-4.697943
950.2,-4.681707
950.3,-4.666798
950.4,-4.254272
950.5,-4.242475
950.6,-2.015747
950.7,-2.011386
950.8,-2.007037
950.9,-1.468582
951,-1.465608
951.1,-8.295788
951.2,-8.256944
951.3,-8.217351
951.4,-9.506723
951.5,-9.462821
951.6,-9.084505
951.7,-9.043277
951.8,-9.002069
951.9,-8.91709
952,-8.876267
952.1,-17.69246
952.2,-17.539065
952.3,-17.383513
952.4,-18.883658
952.5,-18.718468
952.6,-18.109324
952.7,-17.951256
952.8,-17.787162
952.9,-17.569166
953,-17.406313
953.1,-21.487613
953.2,-21.23089
953.3,-20.983945
953.4,-21.538241
953.5,-21.286971
953.6,-20.849713
953.7,-20.602823
953.8,-20.356035
953.9,-20.10435
954,-19.853516
954.1,-19.643726
954.2,-19.392283
954.3,-19.14103
954.4,-18.932193
954.5,-18.680236
954.6,-18.468271
954.7,-18.215639
954.8,-17.963185
954.9,-17.747371
955,-17.494202
955.1,-17.275661
955.2,-17.02187
955.3,-16.768247
955.4,-16.546356
955.5,-16.292555
955.6,-16.068621
955.7,-15.814466
955.8,-15.560449
955.9,-15.331503
956,-15.0769
956.1,-14.844882
956.2,-14.589803
956.3,-14.334853
956.4,-14.100047
956.5,-13.844644
956.6,-13.607858
956.7,-13.352026
956.8,-13.096309
956.9,-12.857134
957,-12.600972
957.1,-4.933279
957.2,-4.886085
957.3,-4.838913
957.4,-2.151151
957.5,-2.136336
957.6,-3.08726
957.7,-3.063454
957.8,-3.038413
957.9,-3.482744
958,-3.452915
958.1,5.327528
958.2,5.355085
958.3,5.38263
958.4,8.558574
958.5,8.63705
958.6,6.980354
958.7,7.027998
958.8,7.075623
958.9,5.870462
959,5.900835
959.1,17.107965
959.2,17.416319
959.3,17.724582
959.4,21.969629
959.5,22.430126
959.6,18.86151
959.7,19.170427
959.8,19.479219
959.9,16.917135
960,17.140169
960.1,27.601361
960.2,28.181523
960.3,28.761448
960.4,32.674421
960.5,33.393091
960.6,29.696873
960.7,30.237155
960.8,30.777121
960.9,28.192025
961,28.627666
961.1,30.809924
961.2,31.300521
961.3,31.790804
961.4,32.436128
961.5,32.930579
961.6,31.59562
961.7,32.035391
961.8,32.474857
961.9,31.727875
962,32.136767
962.1,24.467266
962.2,24.694283
962.3,24.921186
962.4,22.201288
962.5,22.374996
962.6,24.324897
962.7,24.529131
962.8,24.727358
962.9,26.219363
963,26.436406
963.1,17.131905
963.2,17.214547
963.3,17.297117
963.4,14.409026
963.5,14.462833
963.6,17.772806
963.7,17.860992
963.8,17.949127
963.9,20.328365
964,20.443399
964.1,7.972465
964.2,7.983454
964.3,7.994435
964.4,3.969342
964.5,3.969504
964.6,8.190147
964.7,8.20189
964.8,8.213623
964.9,11.18444
965,11.211323
965.1,3.470443
965.2,3.465871
965.3,3.464505
965.4,1.902118
965.5,1.90101
965.6,4.812509
965.7,4.81394
965.8,4.81537
965.9,6.836942
966,6.843462
966.1,-2.015521
966.2,-2.008666
966.3,-2.003162
966.4,-0.579259
966.5,-0.577975
966.6,1.999501
966.7,1.998401
966.8,1.997303
966.9,3.227013
967,3.226398
967.1,2.242049
967.2,2.240972
967.3,2.239896
967.4,2.067717
967.5,2.066625
967.6,2.768261
967.7,2.76735
967.8,2.76644
967.9,3.239307
968,3.238726
968.1,0.979676
968.2,0.978591
968.3,0.977646
968.4,0.291064
968.5,0.291064
968.6,1.243697
968.7,1.242812
968.8,1.241928
968.9,1.64823
969,1.647195
969.1,0.791298
969.2,0.790576
969.3,0.78981
969.4,0.057397
969.5,0.057646
969.6,0.034886
969.7,0.035168
969.8,0.035449
